resp_id,city,area,interviewer,int_date,gender,age,educ,employ,marital,hh_size,hh_income,migrant,yrs_nbhd,trust1,trust2,trust3,trust4,trust5,civic_meet,civic_vol,civic_petition,civic_contact,civic_protest,belong,life_sat,health,internet,sm_hours,discrim,vote,wt,q_challenge,q_connect
2035,2,1,INT07,2025-01-23,1,46,5,1,2,3,60000,0,8,3,4,3,1,4,0,0,0,0,0,4,8,4,1,1.5,0,0,1.2,"See, loudspeakers during every function and procession, nobody can sleep. Plus lights are there on the main road but not in the inner lanes.","Time hi nahi milta, office aur ghar mein hi din khatam."
2036,2,2,INT06,2025-01-24,1,58,2,1,2,2,9500,0,27,5,3,3,1,4,0,0,0,0,0,3,7,3,0,0.0,0,1,0.923,nothing much,A small library or reading room where young and old can meet.
2037,2,2,INT06,2025-01-24,3,35,4,1,1,1,13000,0,25,2,1,4,1,4,0,0,0,0,0,2,5,3,1,4.0,1,0,0.984,Cannot say,Better services
2038,2,2,INT07,2025-01-24,1,38,5,1,2,7,23500,0,33,5,5,2,4,5,0,0,1,1,0,4,10,4,0,0.0,0,0,1.122,public toilets are dirty and there are not enough of them,Cultural programmes
2039,2,2,INT07,2025-01-24,1,21,5,5,1,6,62500,1,4,3,4,1,4,4,0,0,0,1,0,2,6,5,1,5.5,0,0,1.214,"water ka timing fixed nahi hai, kabhi subah kabhi raat","For me, more trust between people, now everyone keeps to themselves. My neighbour aunty sends food sometimes and that is the only connection I have. That is what I feel."
2040,2,1,INT06,2025-01-26,1,52,4,1,2,5,27500,0,30,4,4,4,3,5,1,1,0,0,0,3,7,3,0,0.0,0,1,0.817,"Traffic is terrible, it takes me 3 hours to go to office and come back. I spend more time on the road than with my family. Along with that, the deposit they ask is ten months of rent, which ordinary people cannot pay.",Ek park ho jahan log baith ke baat kar sakein.
2041,2,1,INT06,2025-01-26,2,40,3,6,1,3,11000,1,23,4,2,3,2,1,0,0,0,0,0,2,2,3,0,0.0,1,0,0.772,actually we depend on tankers for drinking water and they charge 1500 rupees a trip,stable rent
2042,2,2,INT04,2025-01-27,1,41,3,3,2,8,57000,0,17,4,5,2,1,3,1,0,0,1,0,3,6,4,1,2.5,0,0,1.307,There is no proper dustbin anywhere in the colony. Plus you need a middleman even to get a birth certificate.,"Frankly speaking, a common puja or utsav where everyone contributes, not only the committee. On top of that, a councillor who comes and listens, not only during elections."
2043,2,2,INT05,2025-01-27,2,35,5,4,2,1,47000,0,27,5,5,3,1,4,1,1,0,0,0,4,10,4,1,3.5,0,1,0.877,गली की बत्तियाँ महीनों से खराब हैं।,"CCTV and a local help desk would make people feel secure to step out. Right now I rush home before dark, so I miss everything."
2044,2,1,INT06,2025-01-27,1,35,5,1,2,3,21000,0,6,3,2,5,2,4,0,0,0,0,0,4,6,3,1,1.0,0,0,1.26,"For me, water pressure is so low that the upper floors get nothing at all. My mother spends half her morning just arranging water. Kids are stuck indoors on phones because there is no place to play.","Biggest thing is a proper WhatsApp group for the block where information is shared, not only forwards. Right now the group is only used for complaints about parking. That is what I feel."
2045,2,2,INT07,2025-01-27,2,77,1,7,4,4,13500,1,8,3,4,3,2,2,0,0,0,0,0,2,5,2,0,0.0,1,0,1.486,"Water shortage, eve teasing",
2046,2,1,INT04,2025-01-28,1,51,2,1,2,4,10500,0,22,4,4,3,4,4,0,0,0,0,0,2,3,3,0,0.0,0,0,0.934,noise pollution,"festival time pe sabko invite karna chahiye, sirf apne logon ko nahi"
2047,2,2,INT05,2025-01-28,1,32,6,2,2,6,999999,1,6,4,3,4,2,1,1,1,0,0,0,4,9,5,1,1.5,0,1,1.416,Old people have nowhere to walk in the evening.,Friendly neighbours
2048,2,1,INT05,2025-01-28,1,27,4,1,2,3,41500,0,15,3,4,4,3,3,1,1,0,1,0,2,7,3,1,1.5,0,0,0.983,It is not safe for women to walk alone after dark here,Cannot say
2049,2,1,INT07,2025-01-29,2,43,5,6,2,5,90500,0,27,5,4,2,4,4,1,0,0,0,1,2,6,5,1,1.5,1,0,0.944,"blocked drains, parking","Celebrating each other's festivals, Eid, Diwali, Christmas, Pongal, all of them. During the pandemic we cooked for each other and it felt like one family."
2050,2,1,INT07,2025-01-29,2,53,4,6,2,2,7000,0,39,5,4,2,4,3,0,0,0,0,1,2,7,2,1,3.0,0,1,0.878,"To be honest, loudspeakers during every function and procession, nobody can sleep.","Transparency in how ward funds are spent, maybe a notice board."
2051,2,1,INT04,2025-01-30,2,40,5,1,2,8,25500,0,22,4,4,1,5,2,1,0,0,0,0,3,7,2,1,1.5,0,1,1.143,NA,Most important is a park or common place where people can sit and talk in the evening. The tea stall is the only place where people chat now
2052,2,2,INT04,2025-01-30,2,19,5,5,1,2,35000,0,11,4,4,4,2,2,1,0,0,0,0,2,7,4,1,3.0,0,0,1.417,People throw waste in the open plot next to our building and it stinks.,"A cleanliness drive where everyone participates, owners and tenants together."
2053,2,1,INT06,2025-01-30,1,,5,3,2,2,27000,1,3,1,1,5,1,1,0,0,0,0,0,3,8,5,1,1.5,0,0,0.844,"The garbage van comes maybe twice a week, so everyone just dumps it outside. We tried collecting money for a private cleaner but it stopped after two months. We are fed up.","working together on something practical like cleaning the drain would build trust. on top of that, fair rent agreements so that we are not thrown out suddenly"
2054,2,1,INT06,2025-01-30,2,35,4,4,2,7,55500,0,16,4,5,2,3,3,1,1,0,0,0,3,9,5,1,7.0,0,1,0.525,don't know,women's group
2055,2,2,INT07,2025-01-30,2,59,5,1,4,5,41000,1,2,4,3,2,2,3,1,0,0,0,0,3,6,4,1,0.5,1,0,0.943,Nothing gets done in the local body office without paying a bribe,"basic services working properly, water, roads and lights, then people have time for each other"
2056,2,1,INT04,2025-01-31,1,54,5,3,2,3,29000,0,24,4,5,2,3,4,1,0,0,0,1,4,7,3,1,1.5,0,1,0.784,Garbage is not collected regularly and it piles up at the corner of the road. The vat near the market overflows every day. And the local officials take money and ignore complaints. Honest people get tired and give up. Nobody cares.,"For me, if women were also invited to the meetings and made office bearers."
2057,2,1,INT07,2025-01-31,2,47,4,6,2,4,13000,0,22,4,4,4,2,4,0,1,0,1,0,3,8,3,1,1.0,0,0,1.092,"See, safety at night is the biggest issue, especially for working women coming back late. Even in daytime some stretches feel unsafe.",ekta boshar jaiga thakle adda hoto
2058,2,1,INT07,2025-01-31,2,26,3,3,2,5,37500,1,8,4,4,4,1,3,0,0,0,0,0,3,7,3,1,1.5,0,0,0.942,Old residents look at us as outsiders even after 15 years.,Actually if people were more welcoming to newcomers instead of asking which caste or state we are from. My neighbour aunty sends food sometimes and that is the only connection I have. CCTV and a local help desk would make people feel secure to step out. Then it would feel like home.
2059,2,1,INT04,2025-02-02,2,30,3,2,1,4,21500,1,8,5,4,2,3,8,0,0,0,0,0,3,7,2,1,1.5,0,0,0.552,blocked drains,नगर निगम शिकायत सुने तो भरोसा बनेगा।
2060,2,1,INT04,2025-02-03,1,32,6,1,2,2,41500,1,8,2,4,4,4,3,1,0,0,0,1,3,7,4,1,3.0,0,0,0.611,"To be honest, the local officials take money and ignore complaints.","Benches and a walking track, that is where you actually meet neighbours. In the old days the rowak outside the houses was where everybody met. That is what I feel."
2061,2,2,INT05,2025-02-03,1,19,5,5,1,2,41500,1,0,2,2,5,2,3,0,0,0,0,0,3,8,5,1,2.0,0,0,1.254,"Traffic jam, corruption",Most important is a ward committee that meets every month and shares what the Corporation is doing.
2062,2,1,INT05,2025-02-03,1,24,4,3,1,2,21000,1,7,3,4,3,3,3,0,0,0,0,0,1,7,4,1,5.5,0,0,0.977,"There are no community programmes any more, people just stay inside their flats.","Most important is owning a house, even a small one. As a tenant you always feel temporary. Tenants are never seen as real members of the colony."
2063,2,1,INT07,2025-02-03,2,25,5,3,2,2,49500,0,16,1,3,4,1,1,0,0,0,0,1,3,5,5,1,5.0,0,1,0.716,basically rents are going up every year and the landlord asks for 900 rupees more each time. the broker takes one month rent as commission,"Basically more trust between people, now everyone keeps to themselves."
2064,2,2,INT07,2025-02-03,1,35,3,3,2,7,10500,1,13,1,3,5,1,2,0,0,0,0,0,3,4,4,1,1.0,0,1,1.335,Every house has two cars now but the lanes are the same width as thirty years ago.,knowing neighbours
2065,2,2,INT04,2025-02-04,1,32,4,1,2,1,19500,1,3,4,4,2,3,8,1,0,0,0,0,2,6,3,1,2.5,0,1,1.259,"pollution is the biggest issue, the children have asthma","For me, a community hall that anybody can use for functions without paying a lot. The tea stall is the only place where people chat now."
2066,2,2,INT05,2025-02-04,2,46,4,6,2,6,34000,0,39,2,4,4,4,3,0,0,0,0,1,3,,1,0,0.0,0,1,1.392,"summer mein paani bilkul nahi aata, daily cans lene padte hai",I already feel connected
2067,2,2,INT06,2025-02-04,1,31,1,3,2,7,18500,1,11,3,4,3,2,4,0,0,0,1,0,3,1,4,0,0.0,0,1,1.158,Nali hamesha choke rehti hai.,"If the streets were safe to walk at night I would go out and meet people more. Second thing, owning a house, even a small one. As a tenant you always feel temporary."
2068,2,1,INT06,2025-02-04,1,29,5,1,2,4,75500,1,12,2,3,3,3,3,0,1,0,0,0,4,6,4,1,2.0,0,1,0.839,we depend on tankers for drinking water and they charge 800 rupees a trip,"See, some kind of welcome for new families, somebody to show them around. My neighbour aunty sends food sometimes and that is the only connection I have."
2069,2,1,INT07,2025-02-04,1,62,2,7,2,4,8000,0,31,4,5,3,3,4,0,0,0,0,0,3,9,4,1,1.0,0,0,1.324,People throw waste in the open plot next to our building and it stinks. In the rainy season the smell is unbearable and mosquitoes breed. You need a middleman even to get a birth certificate. Nobody cares.,"See, working together on something practical like cleaning the drain would build trust."
2070,2,1,INT06,2025-02-05,1,46,3,3,2,7,14000,0,31,2,2,3,2,2,1,0,0,0,0,2,6,4,1,1.5,0,1,0.852,The local officials take money and ignore complaints.,A local office where you can go without a middleman.
2071,2,1,INT06,2025-02-05,1,85,4,7,2,1,13500,1,7,2,4,3,2,2,1,0,0,0,1,4,4,2,1,0.0,0,1,1.017,"Summer mein paani bilkul nahi aata, daily cans lene padte hai.",If the streets were safe to walk at night I would go out and meet people more.
2072,2,2,INT04,2025-02-06,2,71,5,6,2,5,55500,0,51,2,4,3,4,1,0,0,0,0,0,4,6,3,0,0.0,0,1,1.416,the borewell went dry last summer and the tanker people charge whatever they like,"Regular get-togethers, even a monthly potluck would help. When I was a child the whole area would sit together for the puja bhog."
2073,2,1,INT05,2025-02-06,1,46,2,4,2,6,26500,0,18,4,5,3,3,5,0,0,1,1,0,3,6,3,0,0.0,0,1,0.778,I think smoke from burning garbage makes breathing difficult in the evening. Also the only open ground was taken for a parking lot.,"A common puja or utsav where everyone contributes, not only the committee."
2074,2,1,INT06,2025-02-06,1,36,5,3,2,4,42000,0,22,4,3,4,4,2,1,0,0,0,0,4,5,3,1,1.0,0,1,1.048,Dirty roads,"More trust between people, now everyone keeps to themselves. My neighbour aunty sends food sometimes and that is the only connection I have"
2075,2,2,INT06,2025-02-06,2,72,4,6,4,3,28000,1,10,4,3,3,2,4,1,1,0,0,1,4,6,2,0,0.0,0,1,0.826,"कूड़ा हफ्तों तक पड़ा रहता है, कोई उठाने नहीं आता।",Don't know
2076,2,2,INT07,2025-02-06,2,54,2,6,2,5,11000,0,33,3,4,2,4,2,1,0,0,0,0,4,7,3,1,2.5,0,1,1.486,Getting enough clean water for the family is the main struggle. My mother spends half her morning just arranging water. It has become worse in the last few years.,no discrimination
2077,2,2,INT04,2025-02-07,1,31,5,4,1,3,14000,0,12,4,4,2,2,3,0,0,0,0,0,9,6,4,1,3.0,0,1,1.712,"Honestly, the main road is always jammed because of the metro work. Plus poor lighting on the approach road makes it scary after sunset.",अपना घर हो तो अपनापन आता है।
2078,2,1,INT05,2025-02-07,1,30,4,3,2,3,30000,0,20,4,4,3,1,2,0,0,0,0,0,3,6,4,1,5.5,0,1,1.353,"To be honest, the deposit they ask is ten months of rent, which ordinary people cannot pay.",A community hall that anybody can use for functions without paying a lot. The tea stall is the only place where people chat now.
2079,2,1,INT06,2025-02-07,2,28,3,6,2,7,25000,1,11,3,2,2,4,2,0,0,0,0,0,4,5,5,1,2.0,1,0,0.814,Most important is police patrolling is almost nil after ten at night.,Don't know
2080,2,1,INT04,2025-02-10,1,26,4,3,2,5,52500,0,12,4,5,4,8,4,1,0,1,0,0,3,10,4,1,8.0,0,1,1.129,"No playground, unemployment",open RWA meetings
2081,2,1,INT04,2025-02-10,1,,4,3,2,4,84500,0,19,2,2,4,1,3,1,1,0,1,0,4,7,3,1,2.0,0,1,1.029,Parking nie roj jhogra hoy.,Cultural programmes
2082,2,1,INT04,2025-02-10,1,64,3,1,2,7,12500,0,45,3,4,3,8,4,0,0,1,0,0,4,4,3,0,0.0,0,1,0.826,"Pollution is the biggest issue, the children have asthma.","Shorter travel to work, then weekends would not be only for rest."
2083,2,2,INT04,2025-02-10,2,36,3,3,2,5,11000,0,20,2,2,3,1,1,0,0,0,0,0,1,6,3,1,1.0,0,0,1.242,There have been chain snatching incidents near the bus stop,"see, a women's group or self-help group where we can meet and also earn something"
2084,2,2,INT04,2025-02-10,2,26,3,1,1,4,15000,1,8,4,4,2,4,9,0,1,0,0,0,3,7,3,1,3.5,0,0,1.213,"Frankly speaking, traffic is terrible, it takes me 2 hours to go to office and come back. Plus old residents look at us as outsiders even after 10 years.",online group
2085,2,1,INT04,2025-02-10,1,33,6,1,2,5,30000,0,9,4,5,3,8,5,0,0,0,1,0,2,6,4,1,0.5,0,0,0.925,"The deposit they ask is ten months of rent, which ordinary people cannot pay. Many families who lived here for decades have left for the outskirts. On top of that, educated girls sit at home because there are no suitable jobs. Some of them fall into bad company.","Honestly, a community hall that anybody can use for functions without paying a lot. In the old days the rowak outside the houses was where everybody met. It is not difficult, someone just has to start."
2086,2,1,INT05,2025-02-10,2,81,1,1,2,8,999999,0,16,2,1,5,2,2,0,0,0,0,0,3,3,3,0,0.0,1,0,0.727,"Water supply is very irregular, sometimes we get it for only one hour in the morning. Without a water purifier you cannot drink it. Also safety at night is the biggest issue, especially for working women coming back late.",women's group
2087,2,1,INT06,2025-02-10,1,47,3,1,2,3,35500,0,41,3,3,5,3,2,1,0,0,1,0,4,6,3,0,0.0,0,0,1.028,NA,"clean surroundings, residents meetings"
2088,2,1,INT07,2025-02-10,1,55,3,6,2,3,27000,1,19,2,3,5,8,2,0,0,0,0,0,4,6,3,1,2.5,0,1,1.192,traffic,Parar pujoy sobai mile kaaj korle bhalo lage.
2089,2,1,INT07,2025-02-10,2,37,3,6,2,3,10000,1,1,3,3,5,1,3,0,0,0,0,0,1,6,3,1,1.5,0,0,0.765,"to be honest, housing is too expensive, young couples cannot afford to live near their parents. plus the garbage van comes maybe twice a week, so everyone just dumps it outside",Cannot say
2090,2,2,INT05,2025-02-11,1,51,4,2,2,5,22500,1,2,3,4,3,2,3,0,0,1,0,0,1,5,4,0,0.0,0,0,1.493,nobody segregates waste and the municipality does not enforce anything,
2091,2,1,INT05,2025-02-11,2,57,4,4,2,4,15500,1,4,2,3,4,1,4,0,0,0,0,0,3,9,2,1,1.5,1,1,0.712,"There is no proper dustbin anywhere in the mohalla. In the rainy season the smell is unbearable and mosquitoes breed. Apart from that, the drains are open and always blocked, the sewage overflows onto the road. Along with that, water supply is very irregular, sometimes we get it for only one hour in the morning. Hope this survey helps.","Safe public transport so that I can attend things in the evening. And basic services working properly, water, roads and lights, then people have time for each other"
2092,2,2,INT07,2025-02-11,1,60,4,3,2,8,16000,0,38,5,4,5,4,5,0,1,1,0,0,3,8,4,0,0.0,0,1,1.364,Too much traffic,a park
2093,2,1,INT04,2025-02-12,1,50,3,1,2,5,20500,1,6,2,4,4,2,3,0,1,0,1,0,3,4,4,1,1.5,1,0,1.001,I think public toilets are dirty and there are not enough of them. In the rainy season the smell is unbearable and mosquitoes breed. Also men drink openly near the empty plot and women avoid that road,Secure housing
2094,2,1,INT06,2025-02-12,2,38,6,6,2,6,999999,0,8,5,2,3,1,3,1,1,0,0,0,3,9,5,1,3.0,0,0,0.518,"प्रदूषण बहुत ज़्यादा है, सर्दियों में साँस लेना मुश्किल है।",i think more cultural programmes where families can come together
2095,2,2,INT06,2025-02-12,2,57,4,1,2,5,19500,0,36,3,3,4,3,2,0,0,0,0,0,3,7,3,0,0.0,0,1,1.144,Actually it is not safe for women to walk alone after dark here. I have started taking an auto even for a short distance. Otherwise it is a nice place to live.,"Frankly speaking, football or cricket tournaments between lanes, the young people would connect. A councillor who comes and listens, not only during elections."
2096,2,1,INT04,2025-02-13,1,85,4,7,2,3,15500,1,5,2,4,3,4,3,1,1,0,0,0,2,9,3,0,0.0,0,1,0.983,"Mainly tap water is yellowish and smells, so we boil it or buy cans. We have complained to the MCD many times but nothing changes. The deposit they ask is ten months of rent, which ordinary people cannot pay.",common space
2097,2,1,INT04,2025-02-13,3,26,3,4,2,6,13500,0,20,2,2,4,2,1,1,0,0,0,0,2,8,4,1,1.5,0,0,0.812,"Ladke log comment pass karte hai, isliye evening ke baad bahar nahi jaati.","Actually a cleanliness drive where everyone participates, owners and tenants together."
2098,2,2,INT06,2025-02-13,1,33,5,3,2,5,68500,1,13,2,1,3,1,3,0,1,1,0,0,1,6,3,1,1.0,1,0,1.099,"People are suspicious of tenants, they call them outsiders.","Basic services working properly, water, roads and lights, then people have time for each other. Participatory budgeting like some cities have tried would be good."
2099,2,2,INT06,2025-02-13,1,33,5,3,2,7,32000,1,9,2,2,4,2,3,0,0,0,0,0,1,5,4,1,9.5,0,0,1.739,Outsiders vs locals,I think community events on weekends when working people are free.
2100,2,1,INT07,2025-02-13,2,38,3,6,2,4,113000,0,21,2,1,4,2,2,0,0,0,0,0,2,7,4,1,1.0,1,0,0.751,"The dust from construction is everywhere, everyone has a cough.",a community hall that anybody can use for functions without paying a lot
2101,2,2,INT05,2025-02-14,1,48,2,1,2,7,7500,1,5,2,4,4,3,4,0,0,0,0,0,1,3,2,1,1.0,0,0,1.872,Garbage is not collected regularly and it piles up at the corner of the road.,Parar pujoy sobai mile kaaj korle bhalo lage
2102,2,2,INT06,2025-02-14,2,21,3,4,1,8,999999,0,15,4,3,3,3,3,1,0,0,1,1,3,8,5,1,2.5,0,0,1.166,"To be honest, nobody segregates waste and the local body does not enforce anything. Another thing is dirty drain water mixes with the drinking water pipe.","To be honest, something for teenagers to do in the evening other than sitting on the phone. Our club used to run a library but it closed after the old members died. That is what I feel."
2103,2,2,INT05,2025-02-15,3,35,6,1,1,7,53500,1,1,2,4,5,3,3,0,1,0,0,0,4,7,4,1,5.5,0,1,1.54,Mainly men drink openly near the empty plot and women avoid that road.,If people greeted each other and stopped judging tenants. When my father was in hospital not a single neighbour asked.
2104,2,1,INT06,2025-02-15,2,34,4,1,2,4,6000,1,11,3,3,4,2,2,0,0,0,0,0,3,5,3,1,3.0,1,0,0.89,"रात को लड़कियों के लिए सुरक्षित नहीं है, डर लगता है।","To be honest, benches and a walking track, that is where you actually meet neighbours. And if the streets were safe to walk at night I would go out and meet people more. Plus if the municipal office actually responded to complaints I would feel this place is mine."
2105,2,2,INT06,2025-02-15,1,35,3,2,2,8,17000,0,22,5,3,1,3,5,1,0,0,0,0,3,5,4,1,1.5,0,1,1.584,"According to me, there is still no piped water connection in our lane, only one common tap.","Safe public transport so that I can attend things in the evening. Right now I rush home before dark, so I miss everything. Plus less division by religion and caste, we were never like this before."
2106,2,1,INT05,2025-02-17,1,60,6,3,4,4,136000,0,49,4,4,3,3,3,0,0,0,0,0,4,6,3,0,0.0,0,1,1.409,I do not let my daughter come home alone after seven in the evening.,"Less division by religion and caste, we were never like this before."
2107,2,2,INT05,2025-02-17,1,57,4,1,2,5,15000,0,37,3,3,3,1,2,0,0,0,0,0,4,6,2,1,0.5,1,1,1.596,Diesel trucks pass all night and the air is black.,"Online group, community hall"
2108,2,1,INT05,2025-02-17,1,51,6,1,2,5,49000,0,26,4,3,3,5,2,1,0,0,0,0,3,8,4,1,1.5,0,1,1.075,most important is diesel trucks pass all night and the air is black. we bought an air purifier but it is only for one room. there is no community hall or common place where people can meet,"If we celebrated festivals together as one area instead of separately. Apart from that, a proper playground, the children will play together and the parents will also meet."
2109,2,1,INT06,2025-02-17,1,38,6,1,2,6,65500,0,15,2,5,1,4,5,1,1,1,0,0,4,8,4,0,0.0,0,1,1.013,Nothing gets done in the municipal office office without paying a bribe.,"Benches and a walking track, that is where you actually meet neighbours. In the old days the rowak outside the houses was where everybody met. Second thing, transparency in how ward funds are spent, maybe a notice board"
2110,2,1,INT06,2025-02-17,2,52,5,6,1,2,183500,0,33,8,4,4,2,1,0,0,1,0,0,4,10,3,1,1.0,0,1,1.05,"bribery, drainage",Mahila mandal meetings in the afternoon when we are free from housework.
2111,2,1,INT06,2025-02-17,2,62,3,6,2,2,8500,0,52,3,3,5,2,2,1,0,0,0,0,4,6,2,0,0.0,0,0,0.788,I think public toilets are dirty and there are not enough of them. And the borewell went dry last summer and the tanker people charge whatever they like.,Buro-der jonno ekta boshar ghor thakle bhalo hoto.
2112,2,2,INT07,2025-02-17,1,19,2,5,2,6,48500,0,3,3,1,5,2,2,0,1,0,0,0,1,6,3,0,0.0,0,0,1.399,Getting enough clean water for the family is the main struggle.,cleanliness drive
2113,2,2,INT07,2025-02-17,2,30,2,6,2,4,23000,0,3,3,4,3,3,3,0,1,0,0,0,4,8,4,1,3.0,0,0,1.638,"Traffic ka koi solution nahi hai, office jaane mein hi do ghante lag jaate hai.",community hall
2114,2,2,INT07,2025-02-17,2,54,3,2,2,7,13000,1,5,1,1,5,1,1,0,0,0,0,0,3,5,1,0,0.0,0,0,1.359,loudspeakers,"According to me, celebrating each other's festivals, Eid, Diwali, Christmas, Pongal, all of them. People only meet at weddings and funerals now."
2115,2,2,INT05,2025-02-18,1,52,3,1,2,10,28000,1,5,2,4,3,2,4,0,0,0,0,0,2,3,3,0,0.0,0,0,0.927,drainage,clean surroundings
2116,2,2,INT07,2025-02-18,2,49,3,6,2,5,17000,1,2,2,5,2,4,4,1,0,0,0,0,2,5,3,1,2.0,1,0,1.073,"According to me, every house has two cars now but the lanes are the same width as thirty years ago.",रास्ते सुरक्षित हों तो शाम को भी बाहर निकल सकते हैं।
2117,2,2,INT07,2025-02-18,2,76,2,7,3,4,8500,0,32,3,4,3,4,2,0,0,0,0,0,3,4,2,0,0.0,0,0,1.129,"नालियाँ हमेशा बंद रहती हैं, गंदा पानी सड़क पर आ जाता है।","Classes for tailoring or computers for women, we would get to know each other."
2118,2,1,INT07,2025-02-18,1,24,6,5,1,2,26000,1,2,4,2,2,1,3,0,0,0,0,0,2,,4,1,3.5,0,0,0.644,"Actually we need green space, every inch has been built over.","A proper WhatsApp group for the area where information is shared, not only forwards."
2119,2,2,INT06,2025-02-19,1,,6,1,2,2,117000,0,7,3,4,2,3,3,0,0,0,0,1,4,8,4,1,1.5,0,1,0.957,"Air pollution is very bad, in winter you cannot even see the next building.",Biggest thing is if the municipal office actually responded to complaints I would feel this place is mine. More cultural programmes where families can come together.
2120,2,1,INT06,2025-02-19,1,31,6,3,2,3,44500,0,13,2,1,5,2,1,0,0,0,1,0,1,3,4,1,2.0,0,0,1.542,"The dust from construction is everywhere, everyone has a cough","Corporation kaaj korle loke bharsa pabe. Some kind of welcome for new families, somebody to show them around."
2121,2,1,INT07,2025-02-19,1,46,3,1,2,5,28500,0,29,4,4,3,5,4,0,0,0,0,0,4,4,3,1,1.5,0,0,1.104,Smoke from burning garbage makes breathing difficult in the evening.,"Time hi nahi milta, office aur ghar mein hi din khatam. Pashe ke thake seta jantei parina."
2122,2,1,INT05,2025-02-20,1,35,6,1,2,3,32500,0,9,4,1,4,2,3,0,0,0,0,0,3,8,4,1,1.0,0,0,0.792,"There is still no piped water connection in our lane, only one common tap. Women and children stand in the queue with buckets.",
2123,2,1,INT04,2025-02-21,2,48,3,6,2,4,18000,0,34,3,4,1,1,1,1,0,0,0,0,3,6,3,1,1.0,1,1,1.164,"streetlights, safety",A community hall that anybody can use for functions without paying a lot. In the old days the rowak outside the houses was where everybody met.
2124,2,2,INT04,2025-02-21,1,39,5,3,4,4,60000,0,14,5,5,1,2,5,1,0,0,0,0,4,7,4,1,1.5,0,1,1.898,"Actually garbage is not collected regularly and it piles up at the corner of the road. In the rainy season the smell is unbearable and mosquitoes breed. Also air pollution is very bad, in winter you cannot even see the next building.","See, safe public transport so that I can attend things in the evening. Right now I rush home before dark, so I miss everything. It is not difficult, someone just has to start."
2125,2,2,INT05,2025-02-21,1,48,1,1,2,3,11500,0,13,2,1,4,2,2,1,0,0,1,0,1,1,2,0,0.0,0,0,1.027,"There is no parking, people park on both sides and even an ambulance cannot enter",I already feel connected
2126,2,1,INT04,2025-02-22,1,49,5,1,1,2,29500,1,8,2,2,5,1,3,0,0,0,0,0,3,10,3,1,2.0,0,0,1.45,Rent itna high hai ki PG mein adjust karna padta hai.,"festival time pe sabko invite karna chahiye, sirf apne logon ko nahi. meeting mein sabki baat suni jaaye toh accha hai"
2127,2,1,INT05,2025-02-22,2,46,4,2,2,9,14500,0,39,4,3,3,2,3,0,1,0,1,0,4,6,4,1,1.5,1,1,1.157,"Basically the garbage van comes maybe twice a week, so everyone just dumps it outside.","Frankly speaking, football or cricket tournaments between lanes, the young people would connect. Our club used to run a library but it closed after the old members died."
2128,2,1,INT06,2025-02-22,2,48,3,4,4,3,10000,1,10,3,3,5,1,1,0,0,0,0,0,2,2,3,1,1.5,0,1,0.899,Autos and buses stop anywhere and the whole junction gets blocked. Smoke from burning garbage makes breathing difficult in the evening.,"According to me, more cultural programmes where families can come together. People only meet at weddings and funerals now. Along with that, a youth club with sports and computer classes to keep the boys busy."
2129,2,2,INT04,2025-02-24,2,27,5,1,2,2,19500,1,3,1,1,5,1,1,1,0,0,0,0,1,4,5,1,2.0,1,0,0.777,don't know,If the residents welfare association included tenants and not only owners.
2130,2,1,INT05,2025-02-24,2,44,6,3,1,1,53000,0,26,5,5,2,5,5,1,0,1,1,0,4,7,4,1,2.5,0,1,0.708,I think there is no proper dustbin anywhere in the area. Plus the only open ground was taken for a parking lot.,If the streets were safe to walk at night I would go out and meet people more
2131,2,2,INT06,2025-02-24,2,42,5,1,2,5,38000,0,8,4,4,3,1,3,1,0,0,0,0,3,8,3,1,2.0,0,1,1.3,"The MCD water comes at odd times like five in the morning, so someone has to stay awake to fill the drums. Along with that, autos and buses stop anywhere and the whole junction gets blocked.",Raste alo thakle bhoy kom lagto.
2132,2,2,INT06,2025-02-24,1,32,4,1,2,7,12000,0,10,4,4,4,3,4,1,0,0,0,0,4,9,5,1,2.5,0,1,1.313,"Nobody segregates waste and the panchayat does not enforce anything. My children fell sick with dengue last year. Second thing, lights are there on the main road but not in the inner lanes. Hope this survey helps.","See, a proper WhatsApp group for the block where information is shared, not only forwards."
2133,2,2,INT07,2025-02-24,1,23,5,4,1,5,14000,0,6,3,2,2,3,4,1,1,0,0,0,3,6,5,1,2.5,0,1,1.406,"Traffic is terrible, it takes me 2 hours to go to office and come back.",actually if people were more welcoming to newcomers instead of asking which caste or state we are from. another thing is people should not make fun of our accent or our food
2134,2,2,INT07,2025-02-24,1,79,2,7,2,8,22000,0,47,5,5,3,4,4,0,0,0,0,0,4,6,2,0,0.0,0,1,1.441,"No cleanliness, no playground",I think just knowing the names of my neighbours would be a start.
2135,2,1,INT05,2025-02-25,2,34,3,1,2,1,7000,1,4,2,1,5,3,1,0,0,0,0,0,1,5,4,1,2.5,1,1,1.134,NA,"Frankly speaking, if women were also invited to the meetings and made office bearers. Right now decisions are taken and we are just told to pay. A councillor who comes and listens, not only during elections."
2136,2,2,INT06,2025-02-26,2,34,4,6,2,6,20500,1,4,2,3,4,1,2,0,0,0,0,0,3,1,3,1,1.5,1,0,1.684,Cannot say,महिलाओं के लिए कोई समूह हो तो मिलना-जुलना होगा।
